"","x"
"2322",646
"2323",449
"2324",383
"2325",2074
"2326",703
"2327",116
"2328",124
"2329",1139
"2330",11910
"2331",5987
"2332",16411
"2333",509
"2334",269
"2335",1071
"2336",30296
"2337",2557
"2338",8374
"2339",8082
"2340",2791
"2341",294
"2342",21566
"2343",3473
"2344",602
"2345",77433
"2346",72716
"2347",654
"2348",14899
"2349",5020
"2350",5236
"2351",26495
"2352",5251
"2353",973
"2354",120514
"2355",9337
"2356",279
"2357",1754
"2358",1153
"2359",705
"2360",5341
"2361",9154
"2362",638
"2363",150
"2364",12110
"2365",19104
"2366",27650
"2367",111933
"2368",279
"2369",10664
"2370",1161
"2371",1747
"2372",139775
"2373",538
"2374",103680
"2375",58391
"2376",25530
"2377",62126
"2378",8158
"2379",4324
"2380",306
"2381",101
"2382",16874
"2383",3138
"2384",9414
"2385",10460
"2386",14382
"2387",1424
"2388",33
"2389",29218
"2390",2846
"2391",390
"2392",19268
"2393",1593
"2394",6212
"2395",23980
"2396",25400
"2397",111
"2398",3013
"2399",71777
"2400",11704
"2401",5667
"2402",46590
"2403",2365
"2404",61475
"2405",24611
"2406",4804
"2407",27188
"2408",7170
"2409",1608
"2410",50
"2411",31833
"2412",19280
"2413",7643
"2414",1265
"2415",7187
"2416",1674
"2417",583
"2418",17684
"2419",101346
"2420",1491
"2421",89
"2422",4510
"2423",77206
"2424",13870
"2425",16281
"2426",1788
"2427",33528
"2428",78550
"2429",436
"2430",5294
"2431",8010
"2432",20200
"2433",25993
"2434",21275
"2435",179
"2436",1020
"2437",66629
"2438",1950
"2439",5198
"2440",25440
"2441",88450
"2442",176
"2443",2025
"2444",2035
"2445",11802
"2446",36397
"2447",143
"2448",478
"2449",18014
"2450",16266
"2451",325
"2452",1392
"2453",9299
"2454",9320
"2455",191
"2456",884
"2457",34753
"2458",634
"2459",153
"2460",515
"2461",41450
"2462",49
"2463",25600
"2464",172
"2465",876
"2466",43
"2467",6390
"2468",17885
"2469",185526
"2470",2220
"2471",16989
"2472",1088
"2473",138991
"2474",5301
"2475",63
"2476",646
"2477",1060
"2478",8144
"2479",38358
"2480",3013
"2481",8638
"2482",1747
"2483",97
"2484",24948
"2485",875
"2486",16960
"2487",36775
"2488",52330
"2489",4453
"2490",2217
"2491",26478
"2492",2188
"2493",41312
"2494",1738
"2495",416
"2496",4756
"2497",124
"2498",21168
"2499",12914
"2500",110
"2501",373
"2502",17
"2503",2706
"2504",795
"2505",15818
"2506",1614
"2507",708
"2508",53
"2509",2552
"2510",41789
"2511",180
"2512",711
"2513",2397
"2514",2
"2515",30368
"2516",27805
"2517",1797
"2518",41135
"2519",77600
"2520",166506
"2521",6095
"2522",40
"2523",14711
"2524",457
"2525",3324
"2526",1227
"2527",912
"2528",6961
"2529",27840
"2530",1509
"2531",50000
"2532",50000
"2533",84375
"2534",35784
"2535",15087
"2536",726075
"2537",19762
"2538",438
"2539",12854
"2540",847
"2541",392
"2542",140
"2543",763
"2544",3927
"2545",232
"2546",10726
"2547",524
"2548",3795
"2549",517
"2550",39763
"2551",144
"2552",18647
"2553",2626
"2554",3732
"2555",2374
"2556",67798
"2557",21915
"2558",1257
"2559",14465
"2560",281
"2561",3596
"2562",8160
"2563",60917
"2564",79850
"2565",26535
"2566",3332
"2567",28238
"2568",14023
"2569",20160
"2570",7390
"2571",11086
"2572",1613
"2573",926
"2574",445
"2575",1075
"2576",630
"2577",5678
"2578",38
"2579",67
"2580",760
"2581",389
"2582",19764
"2583",15779
"2584",50433
"2585",77653
"2586",21620
"2587",7589
"2588",120
"2589",198
"2590",126
"2591",122
"2592",480
"2593",1724
"2594",718
"2595",28713
"2596",83333
"2597",28418
"2598",5507
"2599",1450
"2600",9610
"2601",6040
"2602",1524
"2603",26670
"2604",287236
"2605",2266
"2606",182314
"2607",60686
"2608",94263
"2609",67
"2610",80
"2611",21740
"2612",53317
"2613",3210
"2614",596
"2615",56
"2616",1194
"2617",19955
"2618",1231
"2619",26785
"2620",7853
"2621",325
"2622",67
"2623",175
"2624",9381
"2625",2
"2626",1033
"2627",21400
"2628",0
"2629",869
"2630",63521
"2631",1
"2632",2
"2633",30
"2634",264446
"2635",4223
"2636",517
"2637",14603
"2638",15265
"2639",1508
"2640",161799
"2641",5305
"2642",34005
"2643",25538
"2644",11622
"2645",1804
"2646",25705
"2647",37596
"2648",11050
"2649",3978
"2650",5971
"2651",313916
"2652",27986
"2653",19589
"2654",18910
"2655",410
"2656",814
"2657",826
"2658",2271
"2659",52416
"2660",17998
"2661",14918
"2662",14072
"2663",384648
"2664",26953
"2665",39815
"2666",610
"2667",26895
"2668",1521
"2669",201
"2670",17319
"2671",1173
"2672",12562
"2673",5689
"2674",19264
"2675",21046
"2676",8774
"2677",26289
"2678",511517
"2679",3905
"2680",2308
"2681",17000
"2682",1103
"2683",4856
"2684",27500
"2685",34841
"2686",3120
"2687",92
"2688",11925
"2689",3429
"2690",20724
"2691",16
"2692",508
"2693",14780
"2694",23754
"2695",62878
"2696",1761
"2697",3172
"2698",933
"2699",169721
"2700",3673
"2701",167
"2702",1083
"2703",1714
"2704",1564
"2705",3301
"2706",1347
"2707",914
"2708",473
"2709",46
"2710",5035
"2711",2091
"2712",1817
"2713",389
"2714",442
"2715",1538
"2716",1172
"2717",302
"2718",60
"2719",813
"2720",111
"2721",7
"2722",2874
"2723",1855
"2724",61
"2725",1142
"2726",1304
"2727",4383
"2728",594
"2729",605
"2730",1119
"2731",2181
"2732",3081
"2733",2175
"2734",982
"2735",16859
"2736",21686
"2737",143
"2738",243
"2739",3249
"2740",1313
"2741",10305
"2742",2302
"2743",4068
"2744",11704
"2745",15
"2746",46
"2747",4750
"2748",28115
"2749",4506
"2750",40180
"2751",56832
"2752",5786
"2753",168
"2754",3585
"2755",2500
"2756",7403
"2757",1992
"2758",1526
"2759",633
"2760",3857
"2761",4099
"2762",24948
"2763",206
"2764",1788
"2765",11853
"2766",11836
"2767",7985
"2768",16204
"2769",15
"2770",26014
"2771",224
"2772",3921
"2773",30
"2774",535
"2775",414
"2776",70
"2777",125
"2778",675
"2779",4331
"2780",2972
"2781",19336
"2782",80500
"2783",22400
"2784",70984
"2785",1063
"2786",1782
"2787",20699
"2788",3880
"2789",588
"2790",2643
"2791",2564
"2792",5100
"2793",40070
"2794",156
"2795",290
"2796",164
"2797",407
"2798",8129
"2799",52180
"2800",36666
"2801",9620
"2802",6021
"2803",17346
"2804",43776
"2805",21945
"2806",6107
"2807",870
"2808",53812
"2809",4940
"2810",4764
"2811",8521
"2812",75798
"2813",26812
"2814",333
"2815",22622
"2816",3226
"2817",6045
"2818",3804
"2819",2114
"2820",736
"2821",3915
"2822",1023
"2823",951
"2824",6080
"2825",881
"2826",23221
"2827",500
"2828",383
"2829",3472
"2830",670
"2831",3072
"2832",2455
"2833",236
"2834",490
"2835",163
"2836",107
"2837",298
"2838",493
"2839",5744
"2840",916
"2841",478
"2842",1189
"2843",3670
"2844",1127
"2845",1052
"2846",17767
"2847",16000
"2848",6400
"2849",6240
"2850",1593
"2851",260
"2852",61910
"2853",5942
"2854",6450
"2855",17119
"2856",33145
"2857",25740
"2858",4207
"2859",126
"2860",33005
"2861",4509
"2862",4157
"2863",23194
"2864",156
"2865",11363
"2866",29863
"2867",27460
"2868",49270
"2869",693
"2870",462
"2871",4905
"2872",2112
"2873",203
"2874",916
"2875",33706
"2876",156758
"2877",2026
"2878",15041
"2879",205140
"2880",16074
"2881",558
"2882",517
"2883",101347
"2884",580
"2885",879
"2886",219
"2887",8174
"2888",42773
"2889",411
"2890",16935
"2891",25265
"2892",20323
"2893",3578
"2894",1061
"2895",1922
"2896",1188
"2897",1629
"2898",6452
"2899",460
"2900",2406
"2901",2870
"2902",1605
"2903",8478
"2904",39880
"2905",1042
"2906",616
"2907",18630
"2908",11735
"2909",14643
"2910",33708
"2911",1480
"2912",7987
"2913",2424
"2914",5205
"2915",6688
"2916",186
"2917",27276
"2918",5002
"2919",47069
"2920",6359
"2921",18594
"2922",1835
"2923",778
"2924",14332
"2925",35890
"2926",3300
"2927",54
"2928",341
"2929",3150
"2930",80
"2931",2272
"2932",17993
"2933",1672
"2934",276
"2935",187328
"2936",426
"2937",1140
"2938",291
"2939",493
"2940",173
"2941",8043
"2942",2974
"2943",745
"2944",342
"2945",29806
"2946",167174
"2947",247
"2948",387
"2949",150
"2950",8839
"2951",825
"2952",343
"2953",625
"2954",1092
"2955",346
"2956",8608
"2957",22409
"2958",39560
"2959",144125
"2960",12048
"2961",150
"2962",271890
"2963",180
"2964",66
"2965",6101
"2966",1036
"2967",19360
"2968",805
"2969",12834
"2970",19988
"2971",3
"2972",1
"2973",2
"2974",2
"2975",2
"2976",3
"2977",86707
"2978",990
"2979",1967
"2980",932
"2981",92000
"2982",329
"2983",235
"2984",507
"2985",239
"2986",298
"2987",5
"2988",0
"2989",104
"2990",7736
"2991",2
"2992",5334
"2993",141
"2994",102495
"2995",35382
"2996",115
"2997",95
"2998",2180
"2999",324094
"3000",3077
"3001",3139
"3002",67200
"3003",2456
"3004",1977
"3005",1741
"3006",553
"3007",20219
"3008",59679
"3009",3582
"3010",5310
"3011",2387
"3012",587
"3013",12806
"3014",15620
"3015",657
"3016",206
"3017",9099
"3018",2901
"3019",71678
"3020",830602
"3021",66936
"3022",42145
"3023",773
"3024",160373
"3025",21700
"3026",2
"3027",3
"3028",20150
"3029",10177
"3030",4084
"3031",1692
"3032",209
"3033",151
"3034",25858
"3035",47
"3036",1036
"3037",44258
"3038",216
"3039",3630
"3040",13436
"3041",25464
"3042",79488
"3043",550
"3044",49370
"3045",5926
"3046",615
"3047",459
"3048",1467
"3049",121497
"3050",21859
"3051",80500
"3052",25540
"3053",57
"3054",43146
"3055",28762
"3056",1391
"3057",237796
"3058",410038
"3059",27605
"3060",10720
"3061",2921
"3062",14
"3063",571
"3064",6
"3065",1538
"3066",362
"3067",25091
"3068",1341
"3069",10963
"3070",247
"3071",161
"3072",1778
"3073",1273
"3074",48929
"3075",79
"3076",20214
"3077",1653
"3078",7197
"3079",24490
"3080",42
"3081",1981
"3082",221
"3083",55
"3084",276
"3085",13627
"3086",1401
"3087",5752
"3088",143
"3089",25091
"3090",1220
"3091",1352
"3092",878
"3093",444
"3094",34066
"3095",959
"3096",5119
"3097",1793
"3098",2136
"3099",668
"3100",709
"3101",2518
"3102",168481
"3103",616
"3104",9178
"3105",143
"3106",8309
"3107",406
"3108",4657
"3109",1807
"3110",236
"3111",499
"3112",19511
"3113",41400
"3114",66
"3115",7919
"3116",2116
"3117",8820
"3118",11007
"3119",1111
"3120",6207
"3121",13569
"3122",2427
"3123",21307
"3124",4737
"3125",65
"3126",20700
"3127",1228
"3128",31710
"3129",39195
"3130",24268
"3131",27
"3132",74
"3133",2833
"3134",3434
"3135",209
"3136",1224
"3137",10118
"3138",116
"3139",94
"3140",68
"3141",4115
"3142",299
"3143",31
"3144",45
"3145",368
"3146",20796
"3147",64
"3148",37
"3149",102
"3150",45000
"3151",35616
"3152",825
"3153",1305
"3154",987
"3155",403
"3156",261
"3157",7860
"3158",115
"3159",1539
"3160",217
"3161",1189
"3162",685
"3163",2071
"3164",39
"3165",3371
"3166",26675
"3167",72122
"3168",7889
"3169",6
"3170",1
"3171",2788
"3172",2097
"3173",24832
"3174",1
"3175",4
"3176",281
"3177",535
"3178",3704
"3179",24040
"3180",13674
"3181",24574
"3182",295
"3183",65
"3184",764
"3185",445
"3186",360
"3187",155
"3188",17296
"3189",189
"3190",11554
"3191",196
"3192",2026
"3193",177
"3194",61244
"3195",6534
"3196",1116
"3197",2141
"3198",725
"3199",6423
"3200",623
"3201",10290
"3202",1424
"3203",14508
"3204",828
"3205",961
"3206",1566
"3207",66896
"3208",246
"3209",10376
"3210",10616
"3211",207449
"3212",21
"3213",81830
"3214",2206
"3215",1277
"3216",19450
"3217",46700
"3218",3198
"3219",662
"3220",18006
"3221",118
"3222",213
"3223",875
"3224",261
"3225",20
"3226",3
"3227",27600
"3228",4031
"3229",306
"3230",24620
"3231",336
"3232",620
"3233",21255
"3234",136
"3235",790
"3236",9
"3237",5
"3238",8
"3239",11
"3240",11
"3241",1580
"3242",17884
"3243",6061
"3244",1
"3245",31129
"3246",5
"3247",12318
"3248",1729
"3249",144243
"3250",15169
"3251",861
"3252",147
"3253",2306
"3254",4625
"3255",2258
"3256",945
"3257",299
"3258",13719
"3259",345
"3260",45365
"3261",3350
"3262",26227
"3263",10296
"3264",21069
"3265",2366
"3266",1261
"3267",54154
"3268",21257
"3269",15914
"3270",12723
"3271",24000
"3272",11980
"3273",4597
"3274",4311
"3275",23862
"3276",1634
"3277",34
"3278",44761
"3279",142
"3280",19852
"3281",25988
"3282",2654
"3283",3501
"3284",1923
"3285",15380
"3286",3050
"3287",5485
"3288",11953
"3289",30390
"3290",3400
"3291",928
"3292",145215
"3293",26301
"3294",661
"3295",57600
"3296",127593
"3297",6943
"3298",691
"3299",1168
"3300",406
"3301",1454
"3302",521
"3303",4327
"3304",344
"3305",685
"3306",19542
"3307",13274
"3308",306
"3309",444
"3310",5990
"3311",15469
"3312",2260
"3313",30196
"3314",207
"3315",1132
"3316",81580
"3317",3515
"3318",592
"3319",39600
"3320",8955
"3321",12538
"3322",10221
"3323",1389
"3324",5685
"3325",99108
"3326",86384
"3327",8928
"3328",15451
"3329",8
"3330",9677
"3331",17741
"3332",14864
"3333",1734
"3334",2424
"3335",8094
"3336",12434
"3337",8879
"3338",2313
"3339",3518
"3340",60109
"3341",32940
"3342",9055
"3343",95
"3344",90139
"3345",3347
"3346",37866
"3347",497
"3348",818
"3349",1183
"3350",15682
"3351",53048
"3352",1563
"3353",13603
"3354",55512
"3355",17990
"3356",2227
"3357",660
"3358",4621
"3359",28375
"3360",6467
"3361",7762
"3362",15282
"3363",58359
"3364",35925
"3365",8705
"3366",12052
"3367",511
"3368",313091
"3369",42999
"3370",687
"3371",820
"3372",7528
"3373",3438
"3374",89476
"3375",29300
"3376",8698
"3377",101260
"3378",144154
"3379",25640
"3380",289
"3381",9886
"3382",14471
"3383",3526
"3384",699
"3385",2534
"3386",147293
"3387",1279
"3388",25936
"3389",52554
"3390",85979
"3391",24760
"3392",25336
"3393",20855
"3394",24965
"3395",2406
"3396",170
"3397",50590
"3398",3968
"3399",620
"3400",15647
"3401",41400
"3402",1118
"3403",190
"3404",2493
"3405",438
"3406",858
"3407",7895
"3408",319
"3409",7858
"3410",1804
"3411",1059
"3412",16101
"3413",8492
"3414",56507
"3415",139883
"3416",35890
"3417",21472
"3418",2359
"3419",26407
"3420",6388
"3421",3205
"3422",3954
"3423",998
"3424",3667
"3425",220972
"3426",23295
"3427",3980
"3428",2036
"3429",279
"3430",1882
"3431",154
"3432",18006
"3433",3978
"3434",9272
"3435",13048
"3436",329
"3437",1036
"3438",32410
"3439",61
"3440",2211
"3441",1632
"3442",538
"3443",7243
"3444",2757
"3445",442
"3446",23946
"3447",2685
"3448",81316
"3449",150
"3450",24268
"3451",1562
"3452",597
"3453",40101
"3454",10418
"3455",218
"3456",254
"3457",230
"3458",16119
"3459",593390
"3460",3732
"3461",8087
"3462",5697
"3463",5747
"3464",2515
"3465",339
"3466",395
"3467",5487
"3468",43
"3469",747
"3470",1800
"3471",1763
"3472",20178
"3473",116784
"3474",62228
"3475",169
"3476",905
"3477",191
"3478",1114
"3479",1743
"3480",40
"3481",253
"3482",62
"3483",4247
"3484",149
"3485",783977
"3486",1120
"3487",1039
"3488",371
"3489",168
"3490",20700
"3491",91069
"3492",334
"3493",3125
"3494",81
"3495",27
"3496",10946
"3497",311
"3498",28700
"3499",299025
"3500",945
"3501",3872
"3502",43844
"3503",107934
"3504",102117
"3505",190579
"3506",44800
"3507",55500
"3508",9631
"3509",13175
"3510",17418
"3511",7
"3512",14942
"3513",33213
"3514",7957
"3515",19457
"3516",560
"3517",161
"3518",250
"3519",2801
"3520",17498
"3521",5851
"3522",11325
"3523",121746
"3524",37504
"3525",1927
"3526",243
"3527",2106
"3528",2260
"3529",562
"3530",28825
"3531",401
"3532",249654
"3533",56
"3534",543
"3535",24574
"3536",193266
"3537",3374
"3538",75
"3539",708
"3540",835
"3541",124666
"3542",20000
"3543",6032
"3544",90757
"3545",30556
"3546",408689
"3547",590
"3548",5264
"3549",35616
"3550",1060
"3551",18339
"3552",18443
"3553",701
"3554",11336
"3555",1010
"3556",453
"3557",8088
"3558",1864
"3559",1326
"3560",26957
"3561",4162
"3562",6248
"3563",335
"3564",2095
"3565",12484
"3566",7230
"3567",420
"3568",6035
"3569",2817
"3570",35230
"3571",29459
"3572",3220
"3573",2473
"3574",194140
"3575",15905
"3576",26180
"3577",78404
"3578",362
"3579",4874
"3580",53430
"3581",7949
"3582",51162
"3583",650
"3584",8140
"3585",16471
"3586",310
"3587",1056
"3588",673
"3589",163212
"3590",7389
"3591",56978
"3592",8279
"3593",4779
"3594",53300
"3595",102381
"3596",2498
"3597",370945
"3598",1737
"3599",318
"3600",667
"3601",1521
"3602",2001
"3603",3175
"3604",2134
"3605",8266
"3606",3
"3607",3
"3608",11320
"3609",704
"3610",740
"3611",1
"3612",2
"3613",19936
"3614",61785
"3615",75212
"3616",20600
"3617",28125
"3618",25280
"3619",94090
"3620",10
"3621",32
"3622",55212
"3623",5937
"3624",8147
"3625",177137
"3626",17043
"3627",25450
"3628",187607
"3629",291085
"3630",20470
"3631",12627
"3632",60
"3633",24700
"3634",18
"3635",64
"3636",3021
"3637",2058
"3638",20064
"3639",30
"3640",52
"3641",562
"3642",26482
"3643",224940
"3644",57800
"3645",36
"3646",6073
"3647",1425
"3648",236
"3649",1320
"3650",535
"3651",2692
"3652",4
"3653",8302
"3654",37380
"3655",1688
"3656",1243
"3657",1356
"3658",214
"3659",428
"3660",4452
"3661",902
"3662",3750
"3663",273
"3664",750
"3665",4120
"3666",1435
"3667",4097
"3668",1000
"3669",971
"3670",586
"3671",38571
"3672",25820
"3673",8090
"3674",21620
"3675",301
"3676",510
"3677",22140
"3678",2996
"3679",13302
"3680",1238
"3681",322
"3682",2580
"3683",113
"3684",24490
"3685",57
"3686",62
"3687",0
"3688",2705
"3689",85643
"3690",11758
"3691",8474
"3692",5126
"3693",1191
"3694",4096
"3695",9247
"3696",3421
"3697",87174
"3698",705
"3699",6027
"3700",28000
"3701",7273
"3702",3817
"3703",2331
"3704",191
"3705",605
"3706",2132
"3707",12795
"3708",104
"3709",23121
"3710",33263
"3711",0
"3712",25874
"3713",41055
"3714",4346
"3715",1722
"3716",2243
"3717",202
"3718",261
"3719",1137
"3720",43016
"3721",48530
"3722",2510
"3723",126
"3724",24110
"3725",10010
"3726",1405
"3727",14796
"3728",1821
"3729",52900
"3730",2396
"3731",23387
"3732",1652
"3733",9748
"3734",3273
"3735",903
"3736",79850
"3737",61
"3738",365
"3739",3929
"3740",2357
"3741",21422
"3742",557
"3743",3059
"3744",743
"3745",2232
"3746",6826
"3747",44514
"3748",21374
"3749",54
"3750",12
"3751",39755
"3752",3008
"3753",51986
"3754",44624
"3755",51336
"3756",10804
"3757",115886
"3758",213
"3759",7040
"3760",1614
"3761",57520
"3762",39526
"3763",20440
"3764",17902
"3765",20447
"3766",10094
"3767",39925
"3768",7157
"3769",51657
"3770",216211
"3771",41602
"3772",17606
"3773",32363
"3774",65361
"3775",26156
"3776",2278
"3777",2093
"3778",4156
"3779",49823
"3780",62009
"3781",106
"3782",3212
"3783",1245
"3784",7861
"3785",1506
"3786",21420
"3787",2672
"3788",15068
"3789",28438
"3790",393
"3791",963
"3792",725
"3793",16774
"3794",24336
"3795",5449
"3796",21498
"3797",48710
"3798",4182
"3799",182
"3800",4795
"3801",2156
"3802",379
"3803",5190
"3804",668
"3805",597
"3806",911
"3807",1722
"3808",372
"3809",1101
"3810",543
"3811",49
"3812",729
"3813",7941
"3814",14
"3815",8699
"3816",65838
"3817",3157
"3818",384
"3819",352
"3820",9
"3821",398
"3822",17248
"3823",3701
"3824",11231
"3825",4927
"3826",10210
"3827",10761
"3828",7500
"3829",3315
"3830",640
"3831",5137
"3832",8025
"3833",10814
"3834",10097
"3835",49402
"3836",3923
"3837",1326
"3838",794
"3839",19976
"3840",120750
"3841",18955
"3842",18636
"3843",2175
"3844",22
"3845",1478
"3846",18398
"3847",1800
"3848",33029
"3849",12410
"3850",3470
"3851",568
"3852",18681
"3853",110
"3854",23855
"3855",24473
"3856",9751
"3857",12721
"3858",15896
"3859",104400
"3860",12334
"3861",464
"3862",33060
"3863",9328
"3864",5479
"3865",183483
"3866",43492
"3867",16788
"3868",20704
"3869",9
"3870",226
"3871",105
"3872",18
"3873",12480
"3874",24226
"3875",21870
"3876",20498
"3877",17755
"3878",6
"3879",473
"3880",120840
"3881",28355
"3882",94462
"3883",9969
"3884",3012
"3885",90891
"3886",37868
"3887",1003
"3888",77030
"3889",13674
"3890",16194
"3891",50637
"3892",34675
"3893",404
"3894",9016
"3895",12721
"3896",15760
"3897",46579
"3898",18628
"3899",64731
"3900",24941
"3901",115
"3902",811
"3903",44
"3904",33735
"3905",92871
"3906",87609
"3907",1614
"3908",17610
"3909",1692
"3910",11
"3911",19219
"3912",250
"3913",9628
"3914",288
"3915",274
"3916",31798
"3917",11388
"3918",1312
"3919",12019
"3920",20817
"3921",89
"3922",2087
"3923",39472
"3924",13186
"3925",4027
"3926",3585
"3927",76053
"3928",16
"3929",11900
"3930",9802
"3931",507
"3932",10559
"3933",4282
"3934",586
"3935",3507
"3936",4890
"3937",11
"3938",10
"3939",66
"3940",9
"3941",37
"3942",5068
"3943",5
"3944",132
"3945",103
"3946",46
"3947",150
"3948",56
"3949",592
"3950",171
"3951",18
"3952",18
"3953",23
"3954",114
"3955",330
"3956",23363
"3957",18474
"3958",34726
"3959",1081
"3960",12934
"3961",25080
"3962",86
"3963",10015
"3964",660682
"3965",18607
"3966",9518
"3967",16016
"3968",25125
"3969",59611
"3970",176623
"3971",61392
"3972",7083
"3973",2530
"3974",3542
"3975",2660
"3976",160
"3977",362
"3978",1074
"3979",80334
"3980",5363
"3981",340
"3982",5598
"3983",11540
"3984",3217
"3985",8975
"3986",10085
"3987",3350
"3988",15400
"3989",13796
"3990",516
"3991",1836
"3992",5578
"3993",155
"3994",24460
"3995",12680
"3996",2163
"3997",24010
"3998",12854
"3999",8518
"4000",32477
"4001",51646
"4002",82706
"4003",3705
"4004",475
"4005",7824
"4006",11399
